31;3309631655;0
31;3309629591;0
31;3310475834;0
31;3310452518;0
31;3309627479;0
31;3311116388;0
31;3310471230;0
31;3790376332;0
31;3309662733;0
31;3309655075;0
31;8154223605;0
31;5237297181;0
31;4838727398;0
31;4838112159;0
31;3310795124;0
31;3311117688;0
31;4838109991;0
31;3310818376;0
31;4827850371;0
31;4718729215;1
31;4719398342;1
31;4718723623;1
31;4719369818;1
31;4719394766;1
31;4719400254;1
31;4718753875;1
31;4719385714;1
31;4719373522;1
31;4718734283;1
31;4719389260;1
31;4719380416;1
31;4718727447;1
31;4718742709;1
31;4718748079;1
31;2040349198;1
31;2040327430;1
31;2040343444;1
31;2039552399;1
31;2039530499;1
31;5215473859;2
31;5237937214;2
31;2039546429;2
31;7344149848;2
31;7344158836;2
31;7344157656;2
31;7344160854;2
31;7344169166;2
31;7158960261;2
31;7344162614;2
31;7158959031;2
31;7344148854;2
31;7344163708;2
31;7344161570;2
31;7158943483;2
31;7158956461;2
31;7527245758;2
31;7527227294;2
31;7527240616;2
31;7526964098;2
31;7526956760;3
31;7527222400;3
31;7527225304;3
31;7526978130;3
31;7527233776;3
31;7526954618;3
31;7527237522;3
31;7527248088;3
31;7526976214;3
31;7527253818;3
31;7527243162;3
31;7566370972;3
31;7566367542;3
31;7566375514;3
31;7566351432;3
31;7566361152;3
31;7566374294;3
31;7566382398;3
31;7566376172;3
31;7566374892;3
31;6927056824;4
31;6926905780;4
31;6927060516;4
31;3309567231;4
31;6926897572;4
31;7072960687;4
31;7072939177;4
31;7073123099;4
31;7072955977;4
31;7072942997;4
31;7072986361;4
31;6926874624;4
31;7072978747;4
31;7073107987;4
31;6926870704;4
31;7072934733;4
31;7566363106;4
31;7088680333;4
31;6942458542;4
31;6942456846;4
31;6942455322;5
31;8557217452;5
31;9939260726;5
31;383996596;5
31;383980577;5
31;383999193;5
31;2040361826;5
31;2040364140;5
31;3310525226;5
31;3310493752;5
31;383995964;5
31;2039619213;5
31;2040415840;5
31;2039623711;5
31;2040411440;5
31;383999073;5
31;383996441;5
31;383996082;5
31;383998563;5
31;383998218;5
31;383998797;6
31;383995778;6
31;383998911;6
31;7158957817;6
31;9687579152;6
31;8154222007;6
31;75140389;6
31;2040408192;6
31;75140901;6
31;7344156564;6
31;383998680;6
31;2160898782;6
31;2059645277;6
31;2160051941;6
31;8556415797;6
31;383996941;6
31;8557516730;6
31;8557530152;6
31;8556445619;6
31;8557492448;6
31;8556452119;7
31;2160859326;7
31;2160051593;7
31;2160062171;7
31;2160081135;7
31;8491587762;7
31;8704508935;7
31;8721187654;7
31;8721192222;7
31;8721190060;7
31;8490487829;7
31;2160894692;7
31;8491586704;7
31;8493200183;7
31;8490488511;7
31;6942538916;7
31;2160854326;7
31;2160856896;7
31;2160851832;7
31;8704508813;7
31;4378220810;8
31;8705632736;8
31;2160065963;8
31;2160067761;8
31;2160069927;8
31;383995481;8
31;4999503309;8
31;7237237944;8
31;7237219292;8
31;7237249704;8
31;7237265484;8
31;5213782489;8
31;2160092347;8
31;5886367599;8
31;5886371039;8
31;5894470990;8
31;4999503575;8
31;5237301467;8
31;8154212059;8
31;8154240736;8
31;7566364880;9
31;8154241312;9
31;8154241852;9
31;4832267152;9
31;4832281084;9
31;4832260024;9
31;4831661561;9
31;4831675279;9
31;4832274230;9
31;4831668435;9
31;4828454492;9
31;4827837545;9
31;4827853587;9
31;4827870255;9
31;3882295150;9
31;7243263984;9
31;5237917654;9
31;75140846;9
31;75140599;9
31;75140327;9
31;75140620;10
31;75140417;10
31;75140109;10
31;75140246;10
31;75140368;10
31;75140700;10
31;75140156;10
31;75140681;10
31;75140199;10
31;75140873;10
31;459188216;10
31;459191482;10
31;459193194;10
31;459187344;10
31;459193136;10
31;459199237;10
31;459202965;10
31;459198745;10
31;459199045;10
31;459191390;10
31;459190210;11
31;459201777;11
31;459191720;11
31;459198933;11
31;7242817326;11
31;7242883068;11
31;7242925730;11
31;7242984978;11
31;7243239310;11
31;7242840168;11
31;7242863816;11
31;7243172772;11
31;7243013140;11
31;7243033264;11
31;8154222587;11
31;5237925458;11
31;8557501192;11
31;8556400555;11
31;8557548738;11
31;5237334529;11
31;8557545476;12
31;8557537136;12
31;5237341533;12
31;5237339267;12
31;5237906976;12
31;7088672161;12
31;8154223073;12
31;8154220473;12
31;4999505001;12
31;4999505595;12
31;4999505375;12
31;4999504703;12
31;4999505131;12
31;5000108426;12
31;5000107766;12
31;4999505943;12
31;5000109422;12
31;5000108866;12
31;5237919980;12
31;5237308781;12
31;5237316087;13
31;5237904272;13
31;9679714133;13
31;9679681341;13
31;9672827623;13
31;9777558054;13
31;9676011006;13
31;7566379370;13
31;7088580473;13
31;7566365974;13
31;6942460366;13
31;7566373786;13
31;7088532729;13
31;7088578339;13
31;7088575961;13
31;7566359314;13
31;6942497982;13
31;6942537288;13
31;7088573395;13
31;7088571503;13
31;3481257218;14
31;3480433865;14
31;3480418783;14
31;3481235910;14
31;3480438857;14
31;8557071183;14
31;3484778857;14
31;3484787983;14
31;8154238486;14
31;2035202961;14
31;2039550425;14
31;8154251566;14
31;8557607812;14
31;8557614462;14
31;8154212565;14
31;8154213121;14
31;8154215307;14
