3309631655;0.8
3309629591;0.76666666666667
3310475834;0.86666666666667
3310452518;0.83333333333333
3309627479;0.83333333333333
3311116388;0.8
3310471230;0.76666666666667
3790376332;0.8
3309662733;0.9
3309655075;0.86666666666667
8154223605;0.76666666666667
5237297181;0.8
4838727398;0.83333333333333
4838112159;0.86666666666667
3310795124;0.8
3311117688;0.83333333333333
4838109991;0.93333333333333
3310818376;0.9
4827850371;0.9
4718729215;0.9
4719398342;0.9
4718723623;0.86666666666667
4719369818;0.76666666666667
4719394766;0.73333333333333
4719400254;0.8
4718753875;0.8
4719385714;0.8
4719373522;0.8
4718734283;0.83333333333333
4719389260;0.5
4719380416;0.5
4718727447;0.5
4718742709;0.5
4718748079;0.5
2040349198;0.5
2040327430;0.5
2040343444;0.5
2039552399;0.5
2039530499;0.5
5215473859;0.5
5237937214;0.5
2039546429;0.5
7344149848;0.5
7344158836;0.5
7344157656;0.5
7344160854;0.5
7344169166;0.5
7158960261;0.5
7344162614;0.5
7158959031;0.5
7344148854;0.5
7344163708;0.5
7344161570;0.5
7158943483;0.5
7158956461;0.5
7527245758;0.5
7527227294;0.5
7527240616;0.5
7526964098;0.5
7526956760;0.5
7527222400;0.5
7527225304;0.5
7526978130;0.5
7527233776;0.5
7526954618;0.5
7527237522;0.5
7527248088;0.5
7526976214;0.5
7527253818;0.5
7527243162;0.5
7566370972;0.5
7566367542;0.5
7566375514;0.5
7566351432;0.5
7566361152;0.5
7566374294;0.5
7566382398;0.5
7566376172;0.5
7566374892;0.5
6927056824;0.5
6926905780;0.5
6927060516;0.5
3309567231;0.5
6926897572;0.5
7072960687;0.5
7072939177;0.5
7073123099;0.5
7072955977;0.5
7072942997;0.5
7072986361;0.5
6926874624;0.5
7072978747;0.5
7073107987;0.5
6926870704;0.5
7072934733;0.5
7566363106;0.5
7088680333;0.5
6942458542;0.5
6942456846;0.5
6942455322;0.5
8557217452;0.5
9939260726;0.5
383996596;0.5
383980577;0.5
383999193;0.5
2040361826;0.5
2040364140;0.5
3310525226;0.5
3310493752;0.5
383995964;0.5
2039619213;0.5
2040415840;0.5
2039623711;0.5
2040411440;0.5
383999073;0.5
383996441;0.5
383996082;0.5
383998563;0.5
383998218;0.5
383998797;0.5
383995778;0.5
383998911;0.5
7158957817;0.5
9687579152;0.5
8154222007;0.5
75140389;0.5
2040408192;0.5
75140901;0.5
7344156564;0.5
383998680;0.5
2160898782;0.5
2059645277;0.5
2160051941;0.5
8556415797;0.5
383996941;0.5
8557516730;0.5
8557530152;0.5
8556445619;0.5
8557492448;0.5
8556452119;0.5
2160859326;0.5
2160051593;0.5
2160062171;0.5
2160081135;0.5
8491587762;0.5
8704508935;0.5
8721187654;0.5
8721192222;0.5
8721190060;0.5
8490487829;0.5
2160894692;0.5
8491586704;0.5
8493200183;0.5
8490488511;0.5
6942538916;0.5
2160854326;0.5
2160856896;0.5
2160851832;0.5
8704508813;0.5
4378220810;0.5
8705632736;0.5
2160065963;0.5
2160067761;0.5
2160069927;0.5
