31;75140109;0
31;75140109;1
31;75140156;0
31;75140156;1
31;75140199;2
31;75140199;3
31;75140246;2
31;75140246;4
31;75140327;2
31;75140327;3
31;75140368;5
31;75140368;6
31;75140389;7
31;75140389;8
31;75140417;2
31;75140417;3
31;75140599;9
31;75140599;10
31;75140620;11
31;75140620;12
31;75140681;13
31;75140681;3
31;75140700;14
31;75140700;15
31;75140846;7
31;75140846;1
31;75140873;13
31;75140873;16
31;75140901;1
31;75140901;1
31;383980577;6
31;383980577;17
31;383995481;18
31;383995481;19
31;383995778;20
31;383995778;21
31;383995964;22
31;383995964;19
31;383996082;23
31;383996082;24
31;383996441;22
31;383996441;19
31;383996596;25
31;383996596;26
31;383996941;27
31;383996941;21
31;383998218;28
31;383998218;26
31;383998563;23
31;383998563;29
31;383998680;30
31;383998680;17
31;383998797;23
31;383998797;29
31;383998911;28
31;383998911;26
31;383999073;18
31;383999073;19
31;383999193;27
31;383999193;21
31;459187344;31
31;459187344;32
31;459188216;33
31;459188216;34
31;459190210;35
31;459190210;34
31;459191390;36
31;459191390;37
31;459191482;35
31;459191482;35
31;459191720;31
31;459191720;38
31;459193136;24
31;459193136;39
31;459193194;24
31;459193194;39
31;459198745;35
31;459198745;40
31;459198933;31
31;459198933;37
31;459199045;35
31;459199045;37
31;459199237;36
31;459199237;35
31;459201777;41
31;459201777;42
31;459202965;31
31;459202965;36
31;2035202961;43
31;2035202961;44
31;2039530499;43
31;2039530499;45
31;2039546429;46
31;2039546429;47
31;2039550425;43
31;2039550425;45
31;2039552399;43
31;2039552399;45
31;2039619213;47
31;2039619213;48
31;2039623711;43
31;2039623711;45
31;2040327430;43
31;2040327430;44
31;2040343444;47
31;2040343444;45
31;2040349198;43
31;2040349198;45
31;2040361826;49
31;2040361826;50
31;2040364140;49
31;2040364140;43
31;2040408192;51
31;2040408192;52
31;2040411440;47
31;2040411440;48
31;2040415840;43
31;2040415840;45
31;2059645277;53
31;2059645277;54
31;2160051593;55
31;2160051593;52
31;2160051941;56
31;2160051941;57
31;2160062171;56
31;2160062171;52
31;2160065963;53
31;2160065963;58
31;2160067761;53
31;2160067761;58
31;2160069927;53
31;2160069927;58
31;2160081135;9
31;2160081135;59
31;2160092347;60
31;2160092347;53
31;2160851832;61
31;2160851832;62
31;2160854326;63
31;2160854326;62
31;2160856896;63
31;2160856896;62
31;2160859326;61
31;2160859326;58
31;2160894692;63
31;2160894692;58
31;2160898782;55
31;2160898782;52
31;3309567231;17
31;3309567231;64
31;3309627479;7
31;3309627479;65
31;3309629591;13
31;3309629591;66
31;3309631655;67
31;3309631655;68
31;3309655075;1
31;3309655075;65
31;3309662733;69
31;3309662733;0
31;3310452518;1
31;3310452518;7
31;3310471230;70
31;3310471230;37
31;3310475834;13
31;3310475834;69
31;3310493752;71
31;3310493752;72
31;3310525226;71
31;3310525226;73
31;3310795124;51
31;3310795124;74
31;3310818376;33
31;3310818376;34
31;3311116388;62
31;3311116388;75
31;3311117688;35
31;3311117688;29
31;3480418783;25
31;3480418783;76
31;3480433865;37
31;3480433865;38
31;3480438857;77
31;3480438857;78
31;3481235910;79
31;3481235910;71
31;3481257218;77
31;3481257218;80
31;3484778857;63
31;3484778857;62
31;3484787983;58
31;3484787983;60
31;3790376332;81
31;3790376332;82
31;3882295150;83
31;3882295150;84
31;4378220810;34
31;4378220810;24
31;4718723623;85
31;4718723623;86
31;4718727447;68
31;4718727447;86
31;4718729215;15
31;4718729215;20
31;4718734283;85
31;4718734283;86
31;4718742709;68
31;4718742709;87
31;4718748079;67
31;4718748079;20
31;4718753875;67
31;4718753875;87
31;4719369818;85
31;4719369818;86
31;4719373522;15
31;4719373522;88
31;4719380416;20
31;4719380416;86
31;4719385714;20
31;4719385714;86
31;4719389260;85
31;4719389260;86
31;4719394766;85
31;4719394766;86
31;4719398342;68
31;4719398342;86
31;4719400254;89
31;4719400254;90
31;4827837545;91
31;4827837545;92
31;4827850371;93
31;4827850371;94
31;4827853587;91
31;4827853587;92
31;4827870255;91
31;4827870255;92
31;4828454492;91
31;4828454492;92
31;4831661561;95
31;4831661561;10
31;4831668435;96
31;4831668435;97
31;4831675279;98
31;4831675279;99
31;4832260024;100
31;4832260024;10
31;4832267152;100
31;4832267152;10
31;4832274230;95
31;4832274230;10
31;4832281084;72
31;4832281084;99
31;4838109991;36
31;4838109991;35
31;4838112159;35
31;4838112159;35
31;4838727398;70
31;4838727398;101
31;4999503309;102
31;4999503309;103
31;4999503575;36
31;4999503575;37
31;4999504703;103
31;4999504703;82
31;4999505001;104
31;4999505001;77
31;4999505131;77
31;4999505131;80
31;4999505375;104
31;4999505375;80
31;4999505595;105
31;4999505595;106
31;4999505943;104
31;4999505943;80
31;5000107766;81
31;5000107766;107
31;5000108426;77
31;5000108426;108
31;5000108866;104
31;5000108866;109
31;5000109422;104
31;5000109422;80
31;5213782489;72
31;5213782489;98
31;5215473859;64
31;5215473859;17
31;5237297181;36
31;5237297181;34
31;5237301467;110
31;5237301467;82
31;5237308781;2
31;5237308781;7
31;5237316087;85
31;5237316087;111
31;5237334529;33
31;5237334529;36
31;5237339267;31
31;5237339267;31
31;5237341533;111
31;5237341533;68
31;5237904272;6
31;5237904272;95
31;5237906976;85
31;5237906976;111
31;5237917654;10
31;5237917654;9
31;5237919980;10
31;5237919980;9
31;5237925458;110
31;5237925458;112
31;5237937214;9
31;5237937214;95
31;5886367599;36
31;5886367599;37
31;5886371039;32
31;5886371039;38
31;5894470990;33
31;5894470990;38
31;6926870704;113
31;6926870704;52
31;6926874624;56
31;6926874624;51
31;6926897572;52
31;6926897572;51
31;6926905780;47
31;6926905780;45
31;6927056824;114
31;6927056824;115
31;6927060516;116
31;6927060516;117
31;6942455322;55
31;6942455322;118
31;6942456846;55
31;6942456846;118
31;6942458542;55
31;6942458542;118
31;6942460366;119
31;6942460366;77
31;6942497982;103
31;6942497982;103
31;6942537288;119
31;6942537288;77
31;6942538916;102
31;6942538916;103
31;7072934733;113
31;7072934733;51
31;7072939177;113
31;7072939177;52
31;7072942997;113
31;7072942997;51
31;7072955977;51
31;7072955977;52
31;7072960687;113
31;7072960687;52
31;7072978747;52
31;7072978747;51
31;7072986361;52
31;7072986361;120
31;7073107987;113
31;7073107987;57
31;7073123099;113
31;7073123099;52
31;7088532729;119
31;7088532729;77
31;7088571503;77
31;7088571503;80
31;7088573395;121
31;7088573395;122
31;7088575961;104
31;7088575961;80
31;7088578339;123
31;7088578339;104
31;7088580473;77
31;7088580473;80
31;7088672161;60
31;7088672161;53
31;7088680333;124
31;7088680333;118
31;7158943483;43
31;7158943483;47
31;7158956461;49
31;7158956461;46
31;7158957817;43
31;7158957817;125
31;7158959031;43
31;7158959031;45
31;7158960261;48
31;7158960261;44
31;7237219292;125
31;7237219292;44
31;7237237944;48
31;7237237944;47
31;7237249704;48
31;7237249704;125
31;7237265484;48
31;7237265484;125
31;7242817326;125
31;7242817326;44
31;7242840168;125
31;7242840168;44
31;7242863816;47
31;7242863816;44
31;7242883068;49
